   4.5000000000000000e+01   2.9999999999999999e-02   2.4000000000000004e+00   4.2500000000000000e+01   8.9999999999999991e-01   2.7499999999999999e-06   4.0000000000000000e+04   8.0000000000000000e+02
   3.2500000000000000e+01   4.0000000000000001e-02   1.8000000000000000e+00   5.1250000000000000e+01   5.9999999999999998e-01   3.3749999999999999e-06   3.7500000000000000e+04   9.0000000000000000e+02
   5.7500000000000000e+01   2.0000000000000000e-02   3.0000000000000000e+00   3.3750000000000000e+01   1.2000000000000000e+00   2.1250000000000000e-06   4.2500000000000000e+04   7.0000000000000000e+02
   2.6250000000000000e+01   3.5000000000000003e-02   3.3000000000000007e+00   5.5625000000000000e+01   1.0500000000000000e+00   1.8125000000000000e-06   3.8750000000000000e+04   7.5000000000000000e+02
   5.1250000000000000e+01   1.4999999999999999e-02   2.1000000000000001e+00   3.8125000000000000e+01   4.4999999999999996e-01   3.0624999999999999e-06   4.3750000000000000e+04   9.5000000000000000e+02
   3.8750000000000000e+01   2.5000000000000001e-02   2.7000000000000002e+00   2.9375000000000000e+01   1.3500000000000001e+00   3.6874999999999998e-06   3.6250000000000000e+04   8.5000000000000000e+02
   6.3750000000000000e+01   4.5000000000000005e-02   1.5000000000000000e+00   4.6875000000000000e+01   7.5000000000000000e-01   2.4375000000000000e-06   4.1250000000000000e+04   6.5000000000000000e+02
   2.3125000000000000e+01   4.7500000000000001e-02   2.8500000000000005e+00   4.0312500000000000e+01   1.2749999999999999e+00   1.6562500000000000e-06   3.9375000000000000e+04   8.2500000000000000e+02
   4.8125000000000000e+01   2.7500000000000004e-02   1.6499999999999999e+00   5.7812500000000000e+01   6.7500000000000004e-01   2.9062499999999999e-06   4.4375000000000000e+04   6.2500000000000000e+02
   3.5625000000000000e+01   1.7500000000000002e-02   3.4500000000000002e+00   4.9062500000000000e+01   9.7499999999999987e-01   3.5312499999999999e-06   3.6875000000000000e+04   7.2500000000000000e+02
   6.0625000000000000e+01   3.7499999999999999e-02   2.2500000000000000e+00   3.1562500000000000e+01   3.7500000000000000e-01   2.2812500000000000e-06   4.1875000000000000e+04   9.2500000000000000e+02
   2.9375000000000000e+01   2.2499999999999999e-02   1.9500000000000002e+00   4.4687500000000000e+01   8.2499999999999996e-01   1.9687500000000000e-06   3.5625000000000000e+04   9.7500000000000000e+02
   5.4375000000000000e+01   4.2500000000000003e-02   3.1500000000000004e+00   2.7187500000000000e+01   1.4250000000000000e+00   3.2187499999999999e-06   4.0625000000000000e+04   7.7500000000000000e+02
   4.1875000000000000e+01   3.2500000000000001e-02   1.3500000000000001e+00   3.5937500000000000e+01   5.2499999999999991e-01   3.8437500000000003e-06   3.8125000000000000e+04   6.7500000000000000e+02
   6.6875000000000000e+01   1.2500000000000001e-02   2.5499999999999998e+00   5.3437500000000000e+01   1.1250000000000000e+00   2.5937499999999999e-06   4.3125000000000000e+04   8.7500000000000000e+02
   2.1562500000000000e+01   3.1250000000000000e-02   2.1749999999999998e+00   4.7968750000000000e+01   1.3875000000000000e+00   2.9843749999999997e-06   4.2812500000000000e+04   7.1250000000000000e+02
   4.6562500000000000e+01   1.1250000000000000e-02   3.3750000000000000e+00   3.0468750000000000e+01   7.8749999999999998e-01   1.7343750000000000e-06   3.7812500000000000e+04   9.1250000000000000e+02
   3.4062500000000000e+01   2.1249999999999998e-02   1.5750000000000000e+00   3.9218750000000000e+01   1.0874999999999999e+00   2.3593749999999998e-06   4.0312500000000000e+04   8.1250000000000000e+02
